"--large-name1--","SerializationServiceImpl(InputOutputFactory,int,ClassLoader,Map<Integer,? extends DataSerializableFactory>,Map<Integer,? extends PortableFactory>,Collection<ClassDefinition>,boolean,ManagedContext,PartitioningStrategy,int,boolean,boolean,BufferPoolFactory)"
"--large-name3--","Context(ManagedExecutorService,ClusterClock,ClusterService,ConnectionManager,InternalExecutionService,long,InvocationRegistry,InvocationMonitor,String,ILogger,Node,NodeEngine,InternalPartitionService,OperationServiceImpl,OperationExecutor,MwCounter,InternalSerializationService,Address)"
"--large-name2--","AnIdentifiedDataSerializable(boolean,byte,char,double,short,float,int,long,String,boolean[],byte[],char[],double[],short[],float[],int[],long[],String[],Portable,IdentifiedDataSerializable,CustomStreamSerializable,CustomByteArraySerializable,Data)"
